,제목,날짜,본문
0,"한컴, AI 가상인간 활용한 메타버스 서비스 만든다",2022.11.30.,"기사내용 요약 한컴프론티스-플루닛, 전략적 업무협약 체결 메타버스 플랫폼 '아즈메타'에 가상인간 서비스 '플루닛 스튜디오' 도입 [서울=뉴시스] 오동현 기자 = 메타버스 플랫폼 개발사인 한컴프론티스가 인공지능(AI) 기업 솔트룩스 자회사 플루닛과 손잡고 AI 가상인간 영상 제작 기술을 연계한 메타버스..."
1,"광주 전략회의 출범…""초중등부터 인공지능 인재 사다리 구축""",2022.11.30.,"광주시장, 시의회 의장, 시교육감 등이 참여한 정책 논의 플랫폼 '광주 전략회의'가 공식 출범과 함께 인공지능(AI) 인재 양성에 뜻을 모았다. 30일 광주시에 따르면 광주 전략회의는 전날 오후 광주 실감 콘텐츠 큐브에서 첫 회의를 열고 AI 인재양성 방안을 논의했다. 강기정 광주시장, 정무창 시의회 의장..."
2,"SKT, 맨홀 내부 안전사고 IoT·AI 기술로 예방한다",2022.11.30.,"맨홀 안전관리 솔루션에는 SK텔레콤의 AI(인공지능) 네트워크 관리 시스템 '탱고'(TANGO)와 IoT(사물인터넷) 네트워크, SK쉴더스의 지능형 융합보안 플랫폼 '써미츠'(SUMiTS), IoT 전문 기업 네이블커뮤니케이션즈의 센서 기술이 적용됐다. 탱고는 빅데이터 분석과 머신 러닝을 기반으로 각 맨홀에 설치된 센서로부터..."
3,"UNIST, 울주군 인공지능(AI) 미래인재 탄생!",2022.11.30.,"울산과학기술원(UNIST, 총장 이용훈)은 지난 26일, 지난 6개월간 울주군 고등학생들과 함께 한 ‘인공지능(AI) 프로젝트’의 결과를 발표했다. UNIST 리더십센터는 지난 26일 오전 10시 경영관(114동)에서 ‘울주 A.I. 4.0 Studio’ 결과발표회를 가졌다. 이 행사는 프로젝트 시연 및 최종 결과발표와..."
4,[오늘의 스프] 인공지능(AI)은 새로운 장르의 음악을 창조할 수 있을까,2022.11.30.,"-[예언자들] 인공지능(AI)은 새로운 장르의 음악을 창조할 수 있을까 -[별별스포츠+] 월드컵에서 독일이 절대 강자인 이것은? 첫 번째 스프는, 스프와 카이스트의 콜라보 프로젝트 [예언자들]입니다. 인공지능 AI가 다양한 분야에서 창작물을 만들어내는 건 이미 뉴스가 아니라고 할 정도로 알려져 있죠. 음악..."
5,코웨이 생활가전 KT AI플랫폼 연동된다,2022.11.30.,코웨이(대표 이해선·서장원)의 생활가전 제품들이 KT의 인공지능(AI) 플랫폼에 연동된다. 이 회사는 30일 서울 종로구 KT 광화문사옥에서 이런 내용의 비즈니스 파트너십을 체결했다. 이를 통해 ‘스마트홈 서비스’를 강화한다. KT는 국내 1위 홈 AI서비스 기업이다. 양사는 보유한 핵심 역량과 기술로 스마트홈...
6,"KT-코웨이와 스마트홈 동맹, 미래 AI 라이트 시장 선도 나서",2022.11.30.,"/KT KT가 베스트 라이프 솔루션 기업 코웨이와 스마트홈 동맹을 맺고, 미래 AI(인공지능) 라이프 시장 선도에 본격적으로 나선다. KT는 코웨이와 미래 스마트홈 시장 협력을 위한 파트너십을 체결했다고 30일 밝혔다. 이날 KT광화문 이스트사옥에서 열린 체결식에는 KT 그룹Transformation부문장 윤경림 사장..."
7,"네이버, 서비스 출시 과정서 인공지능 윤리 적용 강화한다",2022.11.30.,"네이버가 지난해에 이어 지난 28일 서울대학교 인공지능(AI) 정책 이니셔티브(SAPI)와 공동 웨비나를 개최, ‘네이버 AI 윤리 자문 프로세스’를 소개했다. 작년 2월 첫 웨비나에서 네이버는 회사 AI 윤리 준칙을 공개한 바 있다. 올해 웨비나는 기업 현장에서 AI 거버넌스를 어떻게 이해하고 실천할 수 있는지..."
8,오송궤도기지에 'AI 관제시스템 구축' 속도낸다,2022.11.30.,"국가철도공단 김한영 이사장은 ""인공지능(AI) 기반의 제2철도교통관제센터가 건설되면 열차 운영 최적화를 통해 철도 안전성과 수송 효율성이 크게 향상된다""면서 ""국민들이 보다 빠르고 안전하게 철도를 이용할 수 있도록 제2철도교통관제센터를 차질 없이 추진하겠다""고 말했다...."
9,"""인공지능 시대, 초·중·고 교육 균형 필요""…토론회 개최",2022.11.30.,기사내용 요약 오늘 '제5차 디지털 인재양성 100인 토론회' 정제영 이화여대 미래교육연구소장 등 발제 [세종=뉴시스]김정현 기자 = 교육부가 인공지능(AI) 기술이 발전하는 사회에 걸맞는 초·중·고 교육의 발전 방향을 찾기 위한 공동 토론회를 연다. 교육부는 30일 오후 2시 서울 중구 로얄호텔에서 '제5차...
10,재직자 '전직 지원 프로그램' 나왔다…AI가 맞춤 제안,2022.11.30.,"또 대상 직원의 경력과 보유 기술 등을 고려해 채용 서비스 원티드의 'AI(인공지능) 매칭' 기술로 맞춤형 기업을 제안한다. 특히 기업정보 서비스 크레딧잡을 통해 42만개 기업의 입·퇴사자 데이터를 월 단위로 파악하고 있다. 원티드 AI 매칭은 300만건의 실제 합격 데이터에 기반, 구직자와 채용 공고 간의..."
11,"SKT, IoT·인공지능 기술로 맨홀 안전사고 예방",2022.11.30.,"맨홀 안전관리 솔루션에는 SKT의 인공지능(AI) 네트워크 관리 시스템 ‘탱고(TANGO)’와 사물인터넷(IoT) 네트워크, SK쉴더스의 지능형 융합보안 플랫폼 ‘써미츠(SUMiTS)’, IoT 전문 기업 네이블커뮤니케이션즈의 센서 기술이 적용됐다. ‘탱고’는 빅데이터 분석과 머신 러닝을 기반으로 각 맨홀에 설치된..."
12,빅데이터·인공지능…속도내는 한국형 디지털관광,2022.11.30.,"이어지는 관광산업 디지털 전환 세션에서는 데이터·인공지능(AI)·플랫폼을 기반으로 하는 기업들의 디지털관광 혁신 사례가 공유된다. 로블록스코리아·야놀자·노랑풍선 등 관계자들이 발표자로 나서 성공 사례를 들려준다. 조희진 공사 디지털혁신실장은 ""포럼 사전 등록이 예상을 훨씬 넘은 400명..."
13,"KT-코웨이와 스마트홈 동맹, 미래 AI 라이트 시장 선도 나서",2022.11.30.,"/KT KT가 베스트 라이프 솔루션 기업 코웨이와 스마트홈 동맹을 맺고, 미래 AI(인공지능) 라이프 시장 선도에 본격적으로 나선다. KT는 코웨이와 미래 스마트홈 시장 협력을 위한 파트너십을 체결했다고 30일 밝혔다. 이날 KT광화문 이스트사옥에서 열린 체결식에는 KT 그룹Transformation부문장 윤경림 사장..."
14,제조업에 인공지능 접목…캐나다 연구팀 창원 찾아 사업 점검,2022.11.30.,"2020년부터 올해까지 7개 기업 생산공정에 AI 솔루션 구축 경남 창원시는 '한국·캐나다 인공지능(AI) 공동연구센터 운영사업'의 원활한 추진을 위해 캐나다 워털루대학 연구팀이 29일 창원을 방문했다고 밝혔다. 한·캐 인공지능 공동연구센터 운영사업에는 창원시, 워털루대학, 한국전기연구원이 함께 참여한다...."
15,"방통위, 지능정보사회 이용자보호 국제콘퍼런스 개최",2022.11.30.,"첫 번째 세션에서는 제레미 베일렌슨, 제프 핸콕 미국 스탠퍼드대 교수가 '인공지능(AI) 유니버스에 관한 고찰'에 대해 발표한다. 두 번째 세션에서는 버지니아 디눔 스웨덴 우메오대 교수가 '인공지능(AI) 윤리 : 원칙부터 관행까지'에 대해, 미하엘 뷔스켄스 독일 파사우대 교수가 '인공지능(AI) 기술로 탄생한..."
16,"네이버, 서비스 출시 과정서 인공지능 윤리 적용 강화한다",2022.11.30.,"네이버가 지난해에 이어 지난 28일 서울대학교 인공지능(AI) 정책 이니셔티브(SAPI)와 공동 웨비나를 개최, ‘네이버 AI 윤리 자문 프로세스’를 소개했다. 작년 2월 첫 웨비나에서 네이버는 회사 AI 윤리 준칙을 공개한 바 있다. 올해 웨비나는 기업 현장에서 AI 거버넌스를 어떻게 이해하고 실천할 수 있는지..."
17,"사우디 장관, 네이버 신사옥 전격 방문…로봇·AI 신기술 소개",2022.11.30.,"네이버에서는 채선주 네이버 ESG·대외 정책 대표와 석상옥 네이버랩스 대표, 김유원 네이버클라우드 대표 등이 참석했으며, 사우디아라비아 장관 일행에게 제2사옥 1784에 적용한 디지털 트윈·로봇·인공지능(AI)·클라우드 및 데이터센터 관련 기술을 시연했다. 다양한 모바일 서비스 기획·개발 역량도..."
18,"'설비고장 AI로 사전예측' 원프레딕트, LS 계열사에 솔루션 공급",2022.11.30.,산업 인공지능(AI) 기반 설비 예지보전 솔루션 기업 원프레딕트가 LS그룹 계열사이자 친환경 에너지 기업인 E1의 여수·인천 기지에 모터 종합 진단관리 솔루션 '가디원 모터'를 공급했다고 30일 밝혔다. 지난해 8월 E1 전 기지(여수·인천·대산 기지)에 변압기 예지보전 솔루션 '가디원 서브스테이션'을 도입한 지...
19,"뷰노 ""AI 기반 안저 판독 솔루션, 대만서 의료기기 인증 획득""",2022.11.30.,의료 인공지능(AI) 솔루션 기업 뷰노는 AI 기반 안저 판독 솔루션인 '뷰노메드 펀더스 AI'가 대만식품의약청(TFDA)으로부터 의료기기 인증을 받았다고 29일 밝혔다. 이로써 뷰노가 대만에서 인증받은 AI 의료기기는 흉부 엑스레이 영상 판독 보조 솔루션과 골연령 판독 보조 솔루션에 이어 3개로 늘었다. 뷰노메드...
20,서울 AI융합진로직업교육원 신설…고졸 반도체 인력 키운다,2022.11.29.,"이를 위해 반도체와 인공지능 등 4차 산업혁명 분야에 대해 배울 수 있는 AI융합진로직업교육원을 새로 만듭니다. 개별 학교에서 구하기 어려운 고가의 훈련 장비나 시설을 이곳에 설치해 학생들이 이곳에서 실무능력을 기를 수 있도록 지원할 방침입니다. 또, 반도체 학과 관련 직업계고 교사들이 현장의..."
21,인공지능 언어 능력 평가 대상에 '가천대학교 1인 1메뉴' 팀,2022.11.29.,국립국어원은 올해 '인공지능(AI) 언어 능력 평가 대회'에서 '가천대학교 1인 1메뉴' 팀이 대상을 받았다고 30일 밝혔다. 이번 대회는 인공지능을 활용한 언어 분석 모델을 개발한 뒤 그 능력을 평가했다. 참가자들은 주어진 학습 데이터를 사용해 모델을 만들고 온라인에서 자주 보이는 상품 후기와 같은 언어...
22,AI 적용해 신약 개발속도 5배 향상…합성생물학 전문인력 1000명 양성,2022.11.29.,인공지능(AI)과 로봇 등 디지털 기술을 생물학에 접목해 기술적 한계를 극복한 ‘합성생물학’ 육성을 위해 정부가 향후 2024년부터 5년간 바이오파운드리에만 3000억원을 투자하기로 했다. 12대 전략기술의 하나인 첨단 바이오를 적극 육성하겠다는 복안이다. 이종호 과학기술정보통신부 장관은 29일 경기 수원...
23,고인이 된 가족과 재회…프리드라이프 AI 추모 '리메모리',2022.11.28.,기사내용 요약 추모 대상자 딥러닝 기술로 구현해 재회 프리드라이프는 인공지능 전문기업 딥브레인AI와 제휴를 통해 인공지능(AI) 휴먼 기술을 활용한 추모 서비스 '리메모리'를 업계 최초로 선보인다고 29일 밝혔다. 리메모리는 부모님 등 추모 대상자를 딥러닝 기술로 구현해 사후에도 고인과의 재회를...
24,"""AI, 이렇게 활용했어요""…서울교육청, 수업나눔 콘서트",2022.11.28.,"기사내용 요약 11월30일, 12월1일 양일간 진행 초중고 교사 400여명 현장 참여 'AI 융합 영재교육' 등 사례 공유 [서울=뉴시스]김경록 기자 = 서울 교사 400명이 최근 교육계 화두인 인공지능(AI) 교육에 대한 사례와 의견을 교류하기 위해 한 자리에 모인다. 서울시교육청은 오는 30일과 내달 1일 양일 간 서울..."
25,2칸 얌체주차도 잡아 내는 AI 주차면 공유시스템 실증,2022.11.28.,사이클롭스(대표 최남호)와 제노임펙트(대표 최재영)는 서울시 ‘테스트베드 서울 실증사업’을 통해 CCTV 영상 기반 인공지능(AI) 주차면 공유 실증시스템을 성공적으로 구축했다고 30일 밝혔다. 남산한옥마을공영주차장(10면)과 풍납동 거주자 우선 주차장(6면)에 구축된 AI 주차면 공유 실증시스템은...
26,"LG CNS, 영어회화 AI튜터 앱 '버터타임'으로 개편",2022.11.28.,"‘버터타임’ 사용자는 수 만개 영어 문장을 학습한 인공지능(AI)과 언제, 어디서든 영어회화 학습을 할 수 있다. ‘버터타임’ 앱을 다운로드 받으면 741가지 영어회화 콘텐츠를 누구나 무료로 이용할 수 있다. ‘버터타임’은 AI기술로 토익스피킹, 오픽 등 공인영어시험 점수도 예측한다. AI가 발음..."
27,"웁살라시큐리티, 한국외대 AI 교육원과 산학협력",2022.11.30.,가상자산 규제기술 전문업체 웁살라시큐리티는 지난 24일 한국외국어 대학교 인공지능(AI) 교육원과 산학협력을 체결했다고 30일 밝혔다. 웁살라시큐리티는 한국외대 AI 교육원과 △해외 인턴십(현장 학습) △산학공동연구 및 기술개발 △산학교류 및 인력양성 △SW중심대학사업 프로그램 진행 등 다양한...
28,"유진그룹, AI와 함께 '착한경매' 기부활동 진행",2022.11.28.,기사내용 요약 사내 자선바자회 착한경매에 AI 진행자 도입 유진그룹(회장 유경선)이 인공지능(AI)을 활용해 스마트한 기부활동에 나선다. 유진그룹은 소외된 이웃을 돕기 위해 사내 온라인 자선바자회인 '착한경매'를 열었다고 28일 밝혔다. 올해로 8회째를 맞는 착한경매는 임직원들의 애장품을 사내 경매에...
29,AI 접목으로 제조 분야 불량률 제로 도전,2022.11.28.,과학기술정보통신부와 정보통신산업진흥원(NIPA)이 주관하는 인공지능(AI) 융합 지역특화산업 지원사업을 통해 지역 특화산업에 AI를 접목해 나가고 있는 대구 지역 제조기업들에게도 새로운 기회의 땅이 열리고 있다. 이 사업에 공급기업으로 참여하고 있는 대구의 소프트웨어 전문기업 아이디비(대표 민보경)...
30,"LIG넥스원, 인공지능 기반 이동통신망 자율운용 기술 개발",2022.11.28.,"LIG넥스원은 전술 상황을 고려한 인공지능(AI) 기반의 이동통신망 자율 운용 기술을 개발했다고 28일 밝혔다. 이는 AI를 통해 민수 이동통신 자동구성네트워크(SON·Self Organizing Networks) 기술을 군에서 사용하는 전술 이동통신에 적용한 것이다. LIG넥스원은 ""민수와 방산의 운영 방식 차이를 보완하기 위해..."
31,사람을 돕는 착한 인공지능(AI),2022.11.28.,아이작 야시모프의 소설 `로봇'에서 언급한 로봇 3원칙을 넘어서서 보다 적극적으로 인간을 생각하는 AI로 발전을 이루고자 노력하는 모습이 보인다. 사실 착한 인공지능이라는 말은 안 맞는 말이다. 인공지능이라는 기술 자체는 착한지 안착하는지로 평가할 수 없는 기술이다. 단지 이 기술이 활용될 때...
32,"""스타트업과 만든 AI비서…식당예약 2배 늘렸죠""",2022.11.28.,지난해 KT 정기인사에서 최연소 임원(당시 47세)으로 선임된 그는 KT '디지코(디지털 플랫폼 기업) 전략'의 핵심 축인 인공지능(AI)과 빅데이터 사업을 총괄한다. AI빅데이터사업본부는 지난 9월 레스토랑 예약·고객관리 솔루션을 서비스하는 테이블매니저에 20억원 규모 전략적 투자를 단행했다. 본사가 아닌...
33,"""AI와 빅데이터로 통신비 절감"" KT 마이데이터 서비스 선봬",2022.11.28.,"최준기 KT 인공지능(AI)·빅데이터사업본부장은 ""고객의 금융과 통신 정보를 AI와 빅데이터로 분석하고, 제휴사와 적극적으로 협업한 결과 고객에게 실질적인 통신비 혜택을 제공하는 마이데이터 서비스를 출시하게 됐다""며 ""앞으로도 KT는 초거대 AI와 마이데이터를 일상에 도입해 고객 맞춤형 혜택을..."
