,제목,날짜,본문
0,"KT, 초급자용 머신러닝 툴 탑재한 ‘AI 코딩블록’ 출시",2020.08.31.,초급자용 지도학습·비지도학습 머신러닝 툴 탑재 KT(030200)는 지난해 9월 출시한 ‘지니블록’을 리뉴얼해 누구나 쉽고 재밌게 코딩을 배울 수 있는 AI(인공지능) 교육 플랫폼 ‘AI 코딩블록’을 새롭게 출시했다고 31일 밝혔다. AI 코딩블록은 복잡하고 어려운 기존의 AI 코딩 방식이 아닌 AI 코딩블록을...
1,"광주시-한국데이터산업진흥원, 데이터 경제·AI산업 활성화 협약",2020.08.31.,"두 기관은 31일 '대한민국 인공지능(AI) 산업 육성'을 위한 업무협약을 했다. 코로나19 확산 상황을 고려해 이용섭 시장과 민기영 원장이 영상으로 협약을 체결했다. 두 기관은 민간 데이터 개발과 유통 활성화 지원, 데이터의 안전한 수집·활용 기반 조성, AI 데이터 센터 안심 구역 설치·운영 등에 협력하고 AI..."
2,"경기교육청, 9월 20일까지 교원 AI교육 온라인 연수",2020.08.31.,"이번 연수는 교육부의 ‘과학·수학·정보·융합교육 종합계획’과 대통령직속 4차 산업혁명위원회가 발표한 ‘전 국민 인공지능(AI) 소프트웨어(SW)교육 확산 방안’에 부응하기 위해 마련했다. 연수에서는 ▲AI의 기초개념 이해, ▲AI 데이터 의미와 중요성, ▲AI 교육용 플랫폼 활용 교수·학습방법 설계..."
3,KT ‘AI 코딩블록’ 출시,2020.08.31.,KT는 쉽고 재밌게 코딩을 배울 수 있는 ‘인공지능(AI) 코딩블록’을 출시했다. 복잡하고 어려운 기존의 AI 코딩 방식이 아닌 코딩블록을 쌓아가며 원리를 쉽고 재밌게 이해할 수 있도록 만든 AI 교육 플랫폼이다. 코딩 입문자도 마우스 클릭 한 번으로 ‘기가지니’ 같은 AI 서비스를 구현할 수 있다. AI 교육...
4,"[단독] 답답한 행정에…서울대, 구글 AI 핵심인재 놓쳤다",2020.08.31.,"유튜브 알고리즘 개발 참여한 구글 李모박사 영입 시도했지만 ""겸직 허용 규정 없다""며 철회 작년말 정부 ""AI는 겸직 허용"" 국회도 관련 법안 5월 통과 서울대는 ""법 시행 전까진 교수 겸직 규정 못바꾼다"" 미국 구글 본사에서 일하는 인공지능(AI) 최고급 인재를 영입하려던 서울대 계획이 결국 무산됐다...."
5,"인천시교육청, 전국 17개 시도교육청 최초로 인공지능 관련 고교 교과서 개발",2020.08.31.,인천시교육청이 전국 시도교육청가운데 최초로 개발한 인공지능(AI) 교과서 '인공지능과 피지컬 컴퓨팅' 교과서 표지 /인천시교육청 제공 인천시교육청이 전국 17개 시도교육청 가운데 처음으로 인공지능(AI )관련 고등학교 교과서를 개발했다.시교육청은 인천지역 고등학교에서 진로선택과목 교과서(인정도서)...
6,"솔트룩스, 3세대 AI 클라우드(AI CLOUD) 서비스 공식 출시",2020.08.31.,"인공지능(AI) 기업 솔트룩스는 3세대 AI 클라우드 서비스 ‘AI 클라우드(Cloud)’ (이하 솔트룩스 AI 클라우드)를 공식 출시했다고 31일 밝혔다. 솔트룩스는 지난 2017년 ADAMS.ai라는 이름으로 AI 클라우드 서비스를 국내 처음으로 상용화한 바 있다면서, 이번 솔트룩스 AI 클라우드는 기존 Open APIs 기반의..."
7,"엔씨, 'AI-스토리' 등을 다룬 블로그 개설..소통 창구 넓힌다",2020.08.31.,"게임 개발과 보안, AI(인공지능), 데이터 분석, 글로벌 서비스 현지화, 마케팅, 법무 담당자 등 각 분야 전문가들의 생각과 고민을 인터뷰로 연재 중이다. 프로야구단 NC 다이노스의 이종욱, 손시헌 코치의 인터뷰도 담겨 있다. 크리에이터 크루(Creator Crew) 섹션은 엔씨 콘텐츠와 크리에이티브를 연결한..."
8,"식약처, 인공지능·VR·AR 적용 의료기기 품목분류 체계 신설",2020.08.31.,"식품의약품안전처가 인공지능(AI), 가상현실(VR)·증강현실(AR) 기술 등을 적용한 의료기기 소프트웨어(SW)에 대해 별도 품목분류 체계를 마련했다. 식약처는 의료용 소프트웨어 등의 품목분류 신설을 주요 내용으로 하는 '의료기기 품목 및 품목별 등급에 관한 규정' 개정안을 행정예고 했다고 31일..."
9,"中, 틱톡 매각에 '제동'…""AI 기술 수출 금지""",2020.08.31.,"인공지능(AI)등 첨단 기술을 보유한 업체는 해외에 회사를 매각할 때 중국 정부의 허락을 받아야 한다는 의미로, 사실상 인공지능 기술을 보유한 틱톡은 미국 기업에 회사를 매각하기 어려워 졌다.앞서 도널드 트럼프 미국 대통령은 ""틱톡이 사용자 정보를 중국 정부에 넘기고 있다""며 사용 금지 명령을 내릴..."
10,"웅진씽크빅, 등교수업 중지에 'AI학교수학'으로 초등교사 지원",2020.08.31.,AI 학교 수학은 인공지능(AI)이 선생님처럼 학생들이 모르는 문제와 개념을 제시해 학습을 돕는 스마트교육 서비스다. 학생들의 학습 현황을 선생님에게 실시간으로 자동 고지해 선생님은 학생 개개인의 진도를 한 눈에 확인할 수 있다. AI 학교 수학은 학교 선생님이라면 누구나 무료로 사용할 수 있다....
11,"홍수, 인공지능으로 예측한다",2020.08.31.,뉴시스 인공지능(AI)으로 홍수를 예측하는 시스템이 마련된다. 환경부는 신속하고 정확한 홍수 예보를 위해 오는 2025년까지 AI를 활용한 홍수 예보 시스템을 도입하겠다고 지난달 30일 밝혔다. 올해 역대 가장 길었던 장마로 홍수 피해가 컸던 만큼 첨단 기술을 도입해 홍수를 예측하고 피해를 최소화할 수...
