,제목,날짜,본문
0,"네이버, 베트남의 카이스트와 AI 센터 열어…글로벌 AI 연구벨트 확장",2021.03.31.,"네이버는 베트남을 대표하는 최고 명문 공과대학 하노이과학기술대학(HUST)과 함께 인공지능(AI) 분야에서의 연구개발을 비롯한 다양한 산학협력을 진행할 전용 연구 공간 'HUST-네이버 AI 센터'를 열었다고 31일 발표했다. 이날 화상회의를 통해 진행된 오픈식에는 황 밍 선 베트남 교육부 차관, 부이 테 주이..."
1,"네이버, 세종시 학생·교사 대상 AI·SW 교육",2021.03.31.,"네이버는 세종시 교사·초중학생을 대상으로 인공지능(AI)과 데이터를 활용한 소프트웨어(SW) 코딩 교육을 한다고 31일 밝혔다. 세종시 교육청 소속 초중고 교사를 대상으로 한 'AI&데이터 시대 기업가정신' 연수와 초중학생 360명이 참여하는 AI·SW 교육이 각각 마련된다. 실습과 체험 중심으로, 온라인 협업..."
2,"전주시·네이버, AI 기술 협력 업무협약 체결",2021.03.31.,네이버 AI 클로바(CLOVA) 활용한 비대면 공공·행정 서비스 확대 전북 전주시가 디지털 플랫폼 기업인 네이버와 협력해 인공지능(AI)을 활용한 행정 서비스를 제공한다. 전주시와 네이버는 31일 전주시청에서 코로나19 등 사회변화에 따른 공공·행정서비스 디지털화에 대비코자 ‘인공지능(AI) 기술 협력을 위한...
3,"인천시, 아마존웹서비스(AWS)와 손잡고 인공지능(AI) 생태계 구축",2021.03.31.,인천시는 글로벌 클라우드 서비스 기업인 아마존웹서비스(AWS)와 손잡고 스마트도시 구현을 위한 인천형 인공지능(AI) 생태계 구축에 나선다. AWS는 세계 최대 전자상거래 기업 아마존의 클라우드 컴퓨팅 사업이다. 인천시는 3월 31일 시청 접견실에서 AWS와 AI 미래기술 동반 성장을 위한 업무협약을 체결했다고...
4,"신세계I&C-카이스트, AI연구센터 개소",2021.03.31.,신세계아이앤씨가 카이스트(KAIST)와 손잡고 리테일 특화 인공지능(AI) 기술을 연구한다.‘신세계아이앤씨-KAIST AI 연구센터’도 문을 열었다. 31일 신세계아이앤씨에 따르면 30일 대전 유성구 KAIST IT융합빌딩에서 ‘신세계아이앤씨-KAIST AI 연구센터’ 개소식을 진행했다. 개소식에는 손정현...
5,"박영선, 통번역생들에 'AI 플랫폼' 소개…野 ""청년일자리 킬러""",2021.03.31.,"朴측 ""AI 기술 위해 번역 필요하다는 취지"" 반박 더불어민주당 박영선 서울시장 후보가 통번역을 전공하는 학생들에게 인공지능(AI) 번역 스타트업을 일자리로 추천한 사실이 뒤늦게 알려져 야당의 비난을 샀다. YTN 보도 영상과 박 후보 캠프가 제공한 녹취록에 따르면 박 후보는 지난 26일 이화여대 앞 유세에서..."
6,바이어 찾아주는 AI…수출 年127건 성사,2021.03.31.,KOTRA 홈페이지에서 HS코드(무역거래 품목코드)만 입력하면 인공지능(AI) 알고리즘 분석을 통해 잠재 바이어를 찾아준다는 것이었다. J사 관계자는 “수출 초보기업에 가장 필요한 정보는 제품을 살 가능성이 있는 후보군 명단”이라며 “수일이 소요됐던 작업이 불과 3분 만에 이뤄졌다”고 놀라워했다....
7,"LG CNS, '청소년 AI 교육' 나선다",2021.03.31.,AI 뉴스 LG CNS가 중학생을 대상으로 비대면 인공지능(AI) 교육 프로그램 ‘LG CNS AI지니어스’를 실시한다. LG CNS는 3월 23일 서울 성재중을 시작으로 연말까지 30개 학교 3500명의 중학생들에게 AI 교육을 진행한다. 거리의 제약이 없는 비대면 수업의 장점을 살려 수도권 외에도 도서 벽지 지역 학교로...
8,"대구고, 인공지능 융합교육 중심학교 선정",2021.03.31.,"대구시교육청은 올해 교육부 인공지능(AI) 융합교육 중심고등학교에 대구고가 선정됐다고 31일 밝혔다. 지난해 대건고와 화원고에 이어 세 번째다. 전국적으로는 51개교가 있다. 대구고는 올해 기반조성비로 1억원을, 내년부터 2024년까지 교육과정 운영비로 해마다 5천만원을 받는다. 이들 학교는 인공지능과..."
9,"박영선, 통번역대학원생 면전서 “AI 번역, 빠르고 정확”",2021.03.31.,서울시장 보궐선거에 나선 더불어민주당 박영선 후보가 유세현장에서 통역사 지망생에게 인공지능(AI) 번역 스타트업을 일자리로 추천해 구설에 올랐다. 박 후보는 지난 26일 서대문구 이화여대 앞에서 유세를 하다 통번역대학원을 다닌다는 두 학생을 만났다. 박 후보는 “일자리가 (그 분야에) 많이 있어요?”...
10,"한화디펜스, 지능형 다목적 무인차량 軍 시범운용 투입",2021.03.31.,이투데이=김벼리 기자 | 6륜 구동 플랫폼…최고속도ㆍ적재중량 등 성능 개선 한화디펜스의 '6x6 지능형 다목적무인차량' (사진제공=한화디펜스) 한화디펜스는 자사가 개발하는 AI(인공지능) 기반 최첨단 다목적 무인차량이 올 하반기 군 시범운용에 투입된다고 31일 밝혔다. 육군은 최근 한화디펜스가 개발하는...
11,"한컴인텔리전스-한양대, AI 사업모델 발굴 협력",2021.03.31.,(사진=한컴인텔리전스) 한컴MDS 자회사인 한컴인텔리전스는 한양대학교 IC-PBL(Industry-Coupled Problem Based Learning) 교수학습센터와 인공지능(AI) 비즈니스 모델 발굴을 위한 업무협약을 체결했다고 31일 밝혔다. IC-PBL은 한양대에서 개발한 교육 혁신 모델로 기업과 학교 간 연계를 통해 학생들이 직접 기업...
12,인공지능으로 소재 역설계…고려청자 신비 밝힌다,2021.03.31.,"KAIST, 머신러닝으로 신소재 발굴 플랫폼 개발 한국과학기술원(KAIST) 홍승범 교수 연구팀은 인공지능(AI) 기술로 소재를 역설계해 신소재를 발굴할 수 있는 플랫폼을 개발했다고 31일 밝혔다. 예로부터 무기와 그릇, 장신구 등 신소재는 많은 시행착오와 도제식 비결 전수를 거쳐 개발돼왔다. 하지만..."
13,"네이버, 글로벌 AI 연구벨트 박차…하노이과기대와 공동 AI센터 오픈",2021.03.31.,네이버는 베트남 하노이과학기술대학(HUST)와 함께 인공지능(AI) 분야에서 연구개발을 진행할 'HUST-네이버 AI 센터'를 오픈했다고 31일 밝혔다. 이번 공동 AI 센터 설립은 네이버가 2019년 선언한 '글로벌 AI 연구 벨트' 구축의 일환이다. 네이버는 아시아와 유럽을 잇는 기술 연구 네트워크를 만들어 미·중...
14,"한국원자력의학원-㈜파미노젠, AI활용 항암 후보물질 발굴 협약",2021.03.31.,한국원자력의학원은 31일 인공지능(AI) 딥러닝 기반의 신약개발 전문기업 ㈜파미노젠과 항암신약개발 및 기술 사업화를 위해 상호 협력하기로 협약했다고 밝혔다. 한국원자력의학원은 ㈜파미노젠이 보유한 AI 플랫폼 '루시넷'(LuciNet)을 활용해 새로운 항암 후보물질을 발굴할 계획이다. 항암제 후보물질의...
15,"경기도교육청, 교육전문직원 175명 선발…AI 면접도",2021.03.31.,경기도교육청이 인공지능(AI)과 빅데이터를 활용해 교육전문직을 선발한다. 도교육청은 30일 ‘2021년도 경기도교육전문직원 임용후보자 공개전형’ 기준과 시행 요강을 발표했다. 이번 공개전형으로 선발하는 교육전문직원은 장학사와 교육연구사 175명이다. 분야별로는 일반전형 165명(유아 6명·초등 71명...
16,"사과재배도 인공지능으로…경북농기원, 전국 첫 시도",2021.03.31.,"경북도농업기술원(이하 '농기원')이 전국 최초로 사과의 생육, 환경, 경영데이터를 수집해 데이터 기반 AI(인공지능) 재배 모델을 개발하기로 해 관심을 끌고 있다. 30일 농기원에 따르면 최근 다양한 사과 신품종 보급과 우량 대목 확산으로 생산량이 늘어나지만 기후변화로 자연재해, 일소피해 등도 함께 늘고..."
17,광주 인공지능 집적단지 조성 삐걱…'토지 보상 차질',2021.03.31.,"신수정 의원, 시정 질문서 지적…데이터센터 구축 NHN 사업력 의문 광주시가 역점을 두어 추진 중인 인공지능(AI) 집적단지 조성 사업이 토지 매입 단계부터 난항을 보이면서 차질이 우려된다는 주장이 나왔다. 광주시의회 신수정 의원은 30일 시의회 임시회 시정 질문에서 ""토지 보상 절차가 전혀 진행되지..."
18,병원 임상 데이터 공유로 질환 조기진단 AI 개발,2021.03.31.,"김안과병원(고려대의료원), 한길안과병원(한림대성심병원)은 안과 질환 데이터로 황반변성, 녹내장 등 안과 질환을 조기 진단·예측할 수 있는 인공지능(AI) 모델 등을 개발하는 게 목표다. 심장전문병원인 혜원의료재단 세종병원에서는 심전도, 심음, 경동맥 초음파 등 원천데이터를 포함한 심혈관 질환..."
19,"LG CNS, '청소년 AI 교육' 나선다",2021.03.31.,AI 뉴스 LG CNS가 중학생을 대상으로 비대면 인공지능(AI) 교육 프로그램 ‘LG CNS AI지니어스’를 실시한다. LG CNS는 3월 23일 서울 성재중을 시작으로 연말까지 30개 학교 3500명의 중학생들에게 AI 교육을 진행한다. 거리의 제약이 없는 비대면 수업의 장점을 살려 수도권 외에도 도서 벽지 지역 학교로...
20,"인공지능 신약개발사 팜캐드, 173억원 시리즈B 투자 유치",2021.03.31.,양자역학 기반의 인공지능(AI) 신약 개발기업 팜캐드는 173억원 규모의 '시리즈B' 투자 유치에 성공했다고 31일 밝혔다. 이번 투자에는 기존 투자자인 KTB네트워크와 데일리파트너스를 비롯해 DSC인베스트먼트 KB증권 산은캐피탈 메이플투자파트너스가 참여했다. 휴온스 삼양홀딩스 에스디바이오센서는...
21,"핀테크·AI 등 서울 미래먹거리…서울시·중진공, 240억 지원",2021.03.30.,"서울시는 중소벤처기업진흥공단(이하 중진공)과 핀테크, AI(인공지능), 바이오?의료 등 ‘서울의 미래성장분야’를 선정하고, 해당 분야 유망기업에게 240억원을 저리 융자로 지원한다고 31일 밝혔다. 이번에 선정된 서울 미래성장산업은 총 4개 분야다. 여의도, 마곡, 홍릉 등 서울의 전략 거점과 연계해 혁신..."
22,광주 인공지능사관학교 취업지원위원회 킥-오프 개최,2021.03.30.,"회의에서는 광주 인공지능사관학교 및 AI융복합 교육 과정 일정 공유, 광주 인공지능사관학교 커리큘럼 구성, 인공지능 분야 일자리 창출을 위한 취업 지원 프로그램 운영 등에 대해 심도 있게 논의했다. 진흥원은 앞으로 매달 취업지원위원회를 운영할 계획이다. 위원회는 △광주 인공지능사관학교 및..."
23,"현장근로자 안전, AI·VR 등 스마트 기술로 대응한다",2021.03.31.,"인공지능(AI)과 가상현실(VR) 등 스마트 기술을 접목한 현장근로자 안전지원시스템이 도입돼 운영된다. 한국지역난방공사(사장 황창화, 한난)는 근로자의 안전사고 예방과 플랜트 설비자산 보호를 위해 4차 산업혁명 기술 기반의 ‘현장근로자 안전지원 시스템’을 도입한다고 31일 발표했다. 한난은..."
24,"대구교육청,AI 융합교육 중심 3개 고교 운영",2021.03.31.,대구시교육청은 고교 단계에서 4차 산업혁명의 핵심 분야인 인공 지능과 데이터 과학에 관한 다양한 교육기회 제공을 위해 교육부 선정 '인공지능(AI) 융합교육 중심 고등학교' 3개교를 운영한다고 30일 밝혔다. 전국에서 선정된 51개 학교 중 대구지역에는 대건고와 화원고가 지난해에 선정됐으며 대구고가...
25,"조현재 체육진흥공단 이사장 ""인공지능 활용 최선""",2021.03.30.,"서울시가 운영하는 AI 양재 허브는 인공지능 관련 전문 인재 양성, AI 특화기업 발굴·육성, AI 전문가 간 소통 교류를 촉진하는 전문 지원기관이다. 이번 협약을 통해 양재 허브는 ▲스포츠기업 대상 AI 전문기술 교육 ▲AI 관련 기술공유회 등을 제공하기로 했다. 공단은 ▲양재 허브 보육기업 대상..."
26,"인피닉, AI 학습 데이터 분야 '서울시우수기업' 선정",2021.03.31.,"인피닉은 미래의 성장 동력인 '인공지능(AI) 학습 데이터' 분야에서 최신 기술과 플랫폼, 솔루션 등에 대한 심사를 거쳐 우수 기업으로 선정됐다. 우수기업 선정은 오랫동안 쌓아온 기술력과 경쟁력을 기반으로 품질검증 분야 업계 최상위권을 앞다투면서 높은 경쟁력을 갖추고 있음을 인정받은 것이다. 이번..."
27,"네이버 AI연구벨트 날개…첫 발 뗀 GDPR, 금융기관 숙제 남아",2021.03.31.,글로벌 인공지능(AI) 연구벨트를 구축 중인 네이버는 앞으로 유럽 AI연구소에서 별도 절차없이 유럽연합(EU)의 쇼핑정보도 자유롭게 가져올 수 있게 된다. 일반개인정보보호법(GDPR) 적정성 결정이 1차 관문을 통과하면서 이르면 올해 상반기 발효될 예정이기 때문이다. 네이버·SK텔레콤 등 EU에 진출한 기업들은...
28,"원투씨엠, AI기술 접목해 '클라우드 플랫폼 사업' 확장한다",2021.03.31.,"온오프라인연계(O2O)·핀테크 전문기업 원투씨엠(대표 한정균)이 시계열 데이터 분석·추론, 시공간 데이터 분석·예측, 사용자 클러스터링 분석으로 이루어진 3종 빅데이터 분석 인공지능(AI) 기술 체제를 31일 발표했다. 원투씨엠이 발표한 시계열 분석·추론 시스템은 연속적인 데이터를 수집·분석해 미래..."
29,골프스윙 영상을 AI가 진단…모바일 앱 '나인포즈' 출시,2021.03.31.,"바이오헬스케어 기업 에이아이더뉴트리진(대표 김종철)은 골프스윙 영상을 인공지능(AI) 기술로 진단해주는 애플리케이션(앱) '나인포즈'를 출시했다고 31일 밝혔다. 나인포즈는 어드레스 동작부터 피니시까지 총 9개 포즈에 대해 30가지 자세를 분석, 유명 프로선수와 스윙 동작을 비교해준다. 또한 이용자..."
