,제목,날짜,본문
0,챗봇 ‘이루다’가 불지핀 AI 윤리 논란…정책 세미나 개최,2021.01.31.,과학기술정보통신부와 정보통신정책연구원(KISDI)은 다음달 2일 서울 서초구 더케이호텔에서 ‘사람 중심의 인공지능(AI)을 위한 AI 윤리 정책 세미나’를 연다고 31일 밝혔다. 주제는 ‘사람중심 AI 구현을 위한 도전과 과제’다. 최근 여성과 성 소수자 등 사회적 약자를 대상으로 혐오 발언을 한 AI 챗봇...
1,"""LG의 미래 이끌 'AI 전사' 3년내 1000명 키우겠다""",2021.01.31.,인공지능(AI)으로 해법을 찾는 산업의 AIX는 이미 승자독식의 ‘전장(戰場)’으로 변한 마당이다. 진화된 AI 기술과 인재 확보 경쟁이 그 어느 때보다 뜨겁다. 한국경제신문이 지난해 말 국내 언론 최초로 AI경제연구소를 설립해 업계 최전선의 소식을 탐색하기 시작한 것도 같은 맥락이다. 그 첫 번째...
2,"박세리, AI골퍼 엘드릭에 석패…'AI vs 인간' 5％ 돌파",2021.01.31.,"롱 드라이브서 승리, 홀인원·퍼팅 대결서 패배 골프 여제 박세리가 AI(인공지능) 골퍼 엘드릭에 아쉽게 패했다. 31일 시청률 조사회사 닐슨코리아에 따르면 전날 오후 10시 방송한 SBS TV 신년특집 '세기의 대결-AI vs 인간' 시청률은 4.6%-5.1%를 기록했다. 전날 방송에서는 엘드릭의 놀라운 '스펙'이..."
3,"'AI vs 인간'의 골프 대결, 박세리·김상중 석패",2021.01.31.,AI vs 인간'의 골프 대결에서 박세리·김상중이 골프 인공지능(AI) 엘드릭에게 아쉽게 패했다. 지난 30일 방송에서 골프 AI 엘드릭은 박세리를 만나 대결하기 위해 직접 한국으로 찾아왔다. AI엘드릭은 2016년 미국 PGA 피닉스 오픈 16번 홀에서 5번 만에 홀인원을 기록했다. 정교함은 물론 평균 드라이버 300야드를...
4,[여적]‘AI 김광석’,2021.01.31.,은 2016년 8월 일본 인공지능(AI) ‘제로’가 쓴 소설이다. 전자책으로 공식 출간돼 정가 800엔에 판매됐다. 19세기 일본 사상가 2명의 저서와 자료를 딥러닝(학습)해 썼다고 한다. 2018년 10월 미국 뉴욕 크리스티 경매에선 AI 화가가 선보인 초상화 ‘에드몽 드 벨라미’가 43만2500달러(약 5억원)에 팔렸다. 낙찰...
5,"마이다스인, 'AI역량검사 백서' 공개",2021.01.31.,"인공지능(AI) 역량검사 개발사 마이다스인이 업계 처음으로 'AI백서'를 내놓는다. 공정한 AI 서비스 개발을 위한 행동강령도 제정한다. AI 역량검사 기술 활용 범위와 검사 신뢰도, 개인정보 처리방침 등을 투명하게 공개해 취업준비생 등 이용자들의 불안을 덜어 내기 위해서다. 마이다스인은 1일 홈페이지를..."
6,[유레카] AI가 되살린 ‘살아 부르지 못한 노래들’ / 구본권,2021.01.31.,"인공지능(AI)이 작고한 가수의 목소리를 되살려내어 특유의 가창법을 학습하게 한 뒤 새로운 곡을 부르게 한 음성합성기술 덕분이다. 이미 인공지능은 가수의 전성기 공연 실력을 뽐내는 수준에 이르렀다. 젊어서 숨진 가수 김현식, 거북이의 터틀맨도 최근 인공지능이 목소리와 몸짓을 되살려낸 덕에 팬들에게..."
7,홈러닝으로 개인별 맞춤학습…AI로 학습습관까지 잡아주죠,2021.01.31.,"빅데이터, 인공지능(AI) 등 정보통신기술(ICT)이 일선 교육 현장에 적극 활용되고 있고, 학교 온라인 수업에서 아쉬움을 느끼는 학생들은 따로 디지털 콘텐츠를 활용해 '홈러닝'을 하는 사례도 많아졌다. 아이스크림에듀가 교육업계 최초로 2012년 내놓은 '아이스크림홈런(i-Scream Homelearn)'은 시장 점유율 1위를..."
8,"""디지털 뉴딜 통해 AI 융합서비스 발굴""… 얼마나 빨리 산업에 적용하느냐가 ...",2021.01.31.,인공지능(AI) 기술의 위력은 생산성 향상 외에도 다양한 분야에 융합돼 효율성과 안전성 제고 등 사회 전반을 획기적으로 혁신하는 데 있다. 따라서 모든 산업에 AI를 활용해 지능화하는 AI 연관 산업 육성은 반드시 이뤄내야 할 과제다. 한국은 2019년 12월 AI 시대 미래비전과 전략을 담은 AI 국가전략을...
9,"부산시교육청, 지역 두뇌 기관과 AI 교육 박차",2021.01.31.,"부산시교육청이 인공지능(AI) 영역 선도 기업과 연구소, 대학과 손잡고 AI 교육을 대폭 강화해 창의·융합형 미래 인재 양성에 박차를 가한다. 부산교육청은 1일 오후 (주)한국마이크로소프트와 (주)스퀘어넷, 선한인공지능연구소, (주)알고리마, 동명대, 동서대, 부산대 등과 ‘인공지능(AI) 교육 가치 확산..."
10,"경기도, 광주·부산과 인공지능 '헬스케어 플랫폼' 구축 시동",2021.01.29.,"5년간 총 1800억 원이 투입되는 '초연결 인공지능 헬스케어서비스 플랫폼' 구축 사업은 데이터 공동활용, 제품개발, 시장진출까지 원스톱 솔루션을 제공해 인공지능 헬스케어 유니콘 기업을 공동 육성하고, 글로벌 수준의 AI(인공지능)헬스케어 산업생태계를 조성하는 내용이다. 경기도는 4차산업 혁명의 선도..."
11,네이버에서 음란 댓글도 걸러낸다고?… ‘AI클린봇’ 업그레이드,2021.01.29.,"29일 네이버는 인공지능(AI) 기반 악성 댓글 차단 프로그램 ‘AI클린봇’이 2.5 버전으로 업그레이드된다고 밝혔다. 지난해 2.0버전 이후 7개월 만의 업그레이드로, 뉴스와 방송톡 및 네이버TV 댓글에도 적용된다. 이번 업그레이드를 위해 ‘AI클린봇’은 기존에 학습된 데이터를 포함해 약 1억6000만건의..."
12,AI챗봇 '이루다' 개발사 10년간 최대 620만명 카톡대화 수집,2021.01.29.,혐오 발언 및 개인정보 유출 등의 논란에 휩싸인 인공지능(AI) 챗봇 ‘이루다’가 지난 11일 서비스를 잠정 중단했다. 출처|이루다SNS 인공지능(AI) 챗봇 ‘이루다’의 개발사인 스캐터랩이 지난 2012년부터 약 10년간 자사가 운영하는 3개의 앱을 이용해 최대 620만명의 메신저 대화를 수집한 것으로 추정돼...
13,[유레카] AI가 되살린 ‘살아 부르지 못한 노래들’ / 구본권,2021.01.29.,"인공지능(AI)이 작고한 가수의 목소리를 되살려내어 특유의 가창법을 학습하게 한 뒤 새로운 곡을 부르게 한 음성합성기술 덕분이다. 이미 인공지능은 가수의 전성기 공연 실력을 뽐내는 수준에 이르렀다. 젊어서 숨진 가수 김현식, 거북이의 터틀맨도 최근 인공지능이 목소리와 몸짓을 되살려낸 덕에 팬들에게..."
14,홈러닝으로 개인별 맞춤학습…AI로 학습습관까지 잡아주죠,2021.01.29.,"빅데이터, 인공지능(AI) 등 정보통신기술(ICT)이 일선 교육 현장에 적극 활용되고 있고, 학교 온라인 수업에서 아쉬움을 느끼는 학생들은 따로 디지털 콘텐츠를 활용해 '홈러닝'을 하는 사례도 많아졌다. 아이스크림에듀가 교육업계 최초로 2012년 내놓은 '아이스크림홈런(i-Scream Homelearn)'은 시장 점유율 1위를..."
15,"""디지털 뉴딜 통해 AI 융합서비스 발굴""… 얼마나 빨리 산업에 적용하느냐가 ...",2021.01.29.,인공지능(AI) 기술의 위력은 생산성 향상 외에도 다양한 분야에 융합돼 효율성과 안전성 제고 등 사회 전반을 획기적으로 혁신하는 데 있다. 따라서 모든 산업에 AI를 활용해 지능화하는 AI 연관 산업 육성은 반드시 이뤄내야 할 과제다. 한국은 2019년 12월 AI 시대 미래비전과 전략을 담은 AI 국가전략을...
16,"부산시교육청, 지역 두뇌 기관과 AI 교육 박차",2021.01.29.,"부산시교육청이 인공지능(AI) 영역 선도 기업과 연구소, 대학과 손잡고 AI 교육을 대폭 강화해 창의·융합형 미래 인재 양성에 박차를 가한다. 부산교육청은 1일 오후 (주)한국마이크로소프트와 (주)스퀘어넷, 선한인공지능연구소, (주)알고리마, 동명대, 동서대, 부산대 등과 ‘인공지능(AI) 교육 가치 확산..."
