,제목,날짜,본문
0,"[MWC 2022]KT, AI ‘리얼 댄스’ 서비스 공개",2022.02.28.,KT가 스페인 바르셀로나에서 진행 중인 MWC 2022에서 인공지능(AI)을 통해 K팝 춤을 즐기고 동작을 배울 수 있는 ‘KT 리얼 댄스’ 서비스를 28일 공개했다. KT 리얼 댄스 서비스는 사용자의 춤 동작이 강사의 시범과 얼마나 비슷한지 AI로 자동 분석해주는 것이 핵심 기능이다. 이 서비스는 스마트폰...
1,"KT, 예약·주문 처리해주는 AI 비서팩 출시",2022.02.28.,"KT(대표 구현모)는 가게로 전화를 걸면 인공지능(AI) 통화비서가 문의·예약·주문을 대신 받아주고, 통화 후 가게 정보를 문자로 안내해주는 소상공인 서비스 &apos;사장님 AI비서팩&apos;을 출시한다고 28일 밝혔다. 사장님 AI비서팩은 기존 KT &apos;AI통화비서&apos;와 &apos;가게정보알림메시지(소상공인)&apos;를..."
2,10만명이 AI에 1조 맡겼다고?…나도 월 10만원 투자해볼까,2022.02.28.,"스타일러·10만원 투자지원금 등 경품 제공 인공지능(AI)이 사람보다 투자를 잘할까. 로보어드바이저로 불리는 AI투자 시장이 본격적으로 열리고 있다. 몇 곳의 핀테크 기업이 두각을 나타내는 가운데, 회사 한 곳의 관리자산이 1조원을 넘는 등 대중적인 투자수단으로 자리잡는 모양새다. AI 투자 전문기업..."
3,"SKT는 블록체인, KT는 AI 기술 공개",2022.02.28.,"SK텔레콤 제공 국내 이동통신 3사들이 세계 최대 이동통신 전시회 ‘모바일월드콩그레스(MWC)’에서 블록체인과 인공지능(AI)기술 등 미래기술을 대거 선보인다. 메타버스 콘텐츠를 내세운 SK텔레콤은 블록체인, DID(탈중앙 식별자) 기술 사업화 경험을 공유하고, 디지털 플랫폼 기업(디지코)으로..."
4,"SK네트웍스 민팃, AI 돌봄 서비스 공동 개발한다",2022.02.28.,민팃은 원더풀플랫폼과 ‘독거노인을 위한 인공지능(AI) 돌봄 서비스 공동 개발’ 업무협약을 체결했다고 28일 밝혔다. 이번 협약을 통해 양사는 보유 자원 및 기술을 활용해 돌봄 서비스를 개발한다는 방침이다. 민팃은 인공지능 기반 중고폰 매입기 ’민팃ATM’을 통해 회수한 중고폰 기기를 제공하며...
5,"AI 동작 따라서, K팝 댄스 참 쉽죠?",2022.02.28.,KT가 세계 최대 통신기술 박람회 MWC 2022에서 인공지능(AI)으로 K팝 춤을 배울 수 있는 ‘KT 리얼 댄스’ 서비스를 28일 공개했다. KT 리얼 댄스는 사용자가 스마트폰 앱으로 춤 동작을 촬영하면 AI가 강사의 시범과 얼마나 비슷한지 자동 분석해주는 서비스다. 강사의 시범 영상을 보고 사용자가 동작을...
6,"[MWC 2022 개막] KT, AI 방역로봇 시연한다",2022.02.28.,"【바르셀로나(스페인)·서울=김미희 김준혁 기자】 KT는 28일(현지시각)부터 나흘간 스페인 바르셀로나에서 열리는 국제모바일기술박람회(모바일 월드 콩그레스, MWC 2022)를 통해 24시간 상시 방역체계를 지원하는 ‘인공지능(AI) 방역로봇’을 시연한다. KT가 첫 선을 보인 AI 방역로봇은 스스로..."
7,"신한은행, 인공지능 자산관리 서비스 '마이 AI 솔루션' 구축",2022.02.28.,"신한은행이 데이터 분석을 통한 맞춤형 자산관리를 제공하는 '마이 인공지능(AI) 솔루션'을 구축했다고 28일 밝혔다. 이 솔루션은 AI 데이터 분석 기술을 활용해 고객 선호도 및 거래 성향을 예측한다. 이를 통해 예금, 펀드, 대체투자상품 등이 포함된 최적의 고객별 자산배분 비중을 산출하고, 고객의 금융..."
8,AI가 대신 전화받고 가게 홍보…KT '사장님 AI 비서팩',2022.02.28.,KT는 고객이 가게로 전화를 걸면 AI(인공지능) 통화비서가 대신 문의·예약·주문 등을 받아주고 통화 후 가게 정보를 문자로 알려주는 서비스 '사장님 AI 비서팩'을 출시했다고 28일 밝혔다. 이 서비스는 기존 KT의 'AI 통화비서'와 '가게정보 알림메시지(소상공인)'를 하나로 통합한 상품이다. 소상공인은...
9,"신한금투, 쿼터백과 맞손…AI 알고리즘 투자 서비스 제공",2022.02.28.,"신한금융투자는 자사 비대면 증권거래 시스템과 함께 쿼터백이 운영하는 인공지능(AI) 알고리즘을 이용한 투자 서비스를 제공할 예정이다. 장기적으로는 쿼터백의 투자 솔루션을 활용해 디지털 종합 자산관리 서비스를 제공한다는 계획이다. 김장우 신한금융투자 디지털그룹장은 ""신한금융투자의 우수한..."
