,제목,날짜,본문
0,"""AI 서비스, 사생활 침해·사회적 차별 없게"" 자율점검표 발표",2021.05.31.,개발·운영 시 단계별 개인정보보호 기준 제시 인공지능(AI) 챗봇 '이루다'와 같은 개인정보 침해 사례의 재발을 막기 위해 AI 서비스 개발자·운영자들이 지켜야 할 사항을 담은 안내서가 마련됐다. 개인정보 보호 정책을 총괄하는 중앙행정기관인 개인정보보호위원회는 업계 의견을 수렴하고 전문가...
1,"네이버, 전주시 코로나 백신 접종자 AI로 이상반응 모니터링",2021.05.31.,"네이버는 지난해 3월부터 국내 기업 최초로 코로나19 능동감시자 모니터링을 위한 인공지능(AI) 기반 클로바 케어콜 솔루션을 개발해 성남을 시작으로 부산, 수원, 서초, 인천 부평, 의정부, 화성에 무료 제공 중이다. AI가 단순 전화 모니터링 업무를 대체함에 따라, 지역적 감염이 예측 불가능하게..."
2,"김동관 ""수소발전·AI기반 에너지 관리···기술혁신으로 기후변화 대응""",2021.05.31.,그는 “다양한 에너지 소비 패턴을 지닌 도시에서는 수요와 공급을 안정적으로 관리하면서도 효율적으로 탄소를 감축하는 것이 중요하다”며 “그 해답은 빅데이터와 인공지능(AI) 기술에 있다”고 말했다. 한화는 지난해 인수한 미국 소프트웨어 업체 ‘그로윙에너지랩스’를 통해 가상발전소(VPP) 운영...
3,"효성, 고령 국가유공자에 AI 돌봄 로봇 지원",2021.05.31.,효성은 31일 서울남부보훈지청에 4000만원을 전달하고 고령의 보훈가족을 위한 비대면 인공지능(AI) 돌봄 로봇 지원 사업을 후원한다고 이날 밝혔다. 후원금은 국가유공자 및 보훈가족을 위한 비대면 맞춤 돌봄 지원 서비스에 사용된다. 코로나19로 인해 대면활동에 제약이 생긴 고령의 독거 보훈가족들을 위해...
4,"디지털전환, 빅데이터·AI 제조 플랫폼… 산업융합에 올 3조5929억 투입",2021.05.31.,"정부 11개 범부처가 산업 디지털전환, 빅데이터·인공지능(AI) 제조 플랫폼 등 산업융합을 통한 K-뉴딜 확산을 위해 올해 3조5929억원을 투입한다. 특히 올해는 국가 주요 정책 과제인 디지털·그린뉴딜, 비대면 혁신 분야에 1조8371억원(비중 51.1%)을 집중 투자한다. 산업통상자원부는 2021년도 산업융합..."
5,"""게임·AI 창작자로 성장 지원""… 스마일게이트, 'SGM' 참가자 모집",2021.05.31.,"올해 SGM은 창작, 인공지능(AI), 사회참여 등 3개 분야로 나눠 모집된다. 지난 2010년 시작된 SGM은 청년들이 커뮤니티를 기반으로 함께 배우며 성장하는 프로그램으로 꼽힌다. 올해 SGM은 지난 10년간 지속성장해온 프로그램 노하우를 바탕으로 △콘텐츠 개발자로서 프로젝트 완성과 창업을 꿈꾸는 청년들을..."
6,"KT, AI로봇 양산 나서…대동그룹, 대구 제조공장 설립",2021.05.31.,"KT가 인공지능(AI) 서비스 로봇 양산에 나선다. KT는 31일 대구시청에서 대구광역시, 대동, 대동모빌리티, 한국로봇융합연구원(KIRO), 한국과학기술연구원(KIST)과 함께 ‘e-모빌리티 신사업 투자협약’을 체결했다. 이번 협약으로 KT와 대동은 새로운 AI 서비스 로봇을 개발하고, 대동의 생산 설비와..."
7,"[아!이뉴스] 티빙 OTT 1위 '천명'…정부, AI 가이드라인 공개",2021.05.31.,"◆'이루다 사태' 방지한다…개인정보위, AI 가이드라인 공개 개인정보보호위원회가 개인정보보호에 특화된 AI(인공지능) 가이드라인을 공개했다. 제2의 이루다 인공지능(AI) 사태를 미연에 방지하기 위한 차원이다. 개인정보보호위원회는 산업계의 의견을 충분히 수렴하고 전문가·전체회의 논의 등을 거쳐..."
8,"‘파킨슨병 AI로 진단' 휴런, 세계 최초로 유럽 CE 인증",2021.05.31.,"이번에 CE를 획득한 휴런 mPDia는 MR 영상 전처리기술, 나이그로좀1 영역 자동검출 기술, 딥러닝 기반 영상분석·진단 모델 등 3가지 기술로 구성된 인공지능(AI) 소프트웨어다. MRI를 활용해 파킨슨병을 조기에 진단할 수 있도록 돕는다. CE는 유럽연합(EU) 시장에서 제품을 판매하기 위한 필수적인..."
9,"전북銀, 카카오엔터와 AI 활용 위한 MOU 체결",2021.05.31.,JB금융그룹 전북은행이 카카오엔터프라이즈와 데이터·인공지능(AI)을 활용한 디지털 혁신을 적극 추진하기 위한 전략적 업무협약(MOU)를 맺었다. 지난 28일 JB금융그룹 여의도 사옥에서 진행된 협약식에는 서한국 전북은행장과 백상엽 카카오엔터프라이즈 대표이사 등 양사 관계자들이 참석했다. 전북은행과...
10,"KT, AI로봇 양산 나서…대동그룹, 대구 제조공장 설립",2021.05.31.,"KT가 인공지능(AI) 서비스 로봇 양산에 나선다. KT는 31일 대구시청에서 대구광역시, 대동, 대동모빌리티, 한국로봇융합연구원(KIRO), 한국과학기술연구원(KIST)과 함께 ‘e-모빌리티 신사업 투자협약’을 체결했다. 이번 협약으로 KT와 대동은 새로운 AI 서비스 로봇을 개발하고, 대동의 생산 설비와..."
11,"키움증권, 목표달성형 AI 투자서비스 '키우Go' 출시",2021.05.31.,"'키우Go'는 인공지능(AI)이 고객의 자산을 키워간다(Go)는 뜻이다. 키움증권이 자체개발한 AI 로보어드바이저가 투자목표와 투자기간, 투자예정금액, 투자자성향 등을 종합적으로 분석하여 현재 금융시장 상황에 적합한 자산배분 포트폴리오를 제공하는 투자일임(Wrap)서비스로, 기존의 투자성향 설문만을..."
12,"KT, 연하장애학회와 사운드 AI 기반 '삼킴장애' 조기 발견 연구",2021.05.31.,KT가 대한연하장애학회와 손잡고 '사운드 AI'(음향 인공지능) 기술을 활용한 연하장애 스크리닝 및 재활 공동연구 협력에 나선다. KT와 대한연하장애학회는 지난 28일 서울 송파구 서울아산병원에서 '연하장애 스크리닝 및 재활 공동연구를 위한 업무협약(MOU)을 체결했다고 30일 밝혔다. 연하장애(dysphagia...
13,이화여대 창립 135주년 '이화비전 2030+' 선언…국내 첫 AI대학 설립,2021.05.31.,"이화여대는 국내 최초로 학부에 '인공지능(AI)대학'을 설립하여 미래 사회에 수요가 늘어날 핵심 인재 양성기반을 갖출 계획이다. 또 신촌캠퍼스-목동병원-서울병원을 잇는 '이화 첨단 융복합 메디·헬스케어 클러스터' 조성, 마곡밸리 글로벌 바이오헬스 및 제약기업-산학협력단-병원 협력 확대를..."
14,"[아!이뉴스] 티빙 OTT 1위 '천명'…정부, AI 가이드라인 공개",2021.05.31.,"◆'이루다 사태' 방지한다…개인정보위, AI 가이드라인 공개 개인정보보호위원회가 개인정보보호에 특화된 AI(인공지능) 가이드라인을 공개했다. 제2의 이루다 인공지능(AI) 사태를 미연에 방지하기 위한 차원이다. 개인정보보호위원회는 산업계의 의견을 충분히 수렴하고 전문가·전체회의 논의 등을 거쳐..."
15,AI·로봇 활용 스마트물류센터에 대출이자 줄여준다,2021.05.30.,"인공지능(AI), 로봇 등 4차 산업혁명 기술이 접목된 스마트물류센터를 새로 짓거나 기존 물류센터를 첨단화면 사업비 대출 이자를 2%포인트(p) 낮게 받을 수 있다. 국토교통부는 스마트물류센터에 대한 민간투자를 활성화하기 위해 업체별로 최대 1500억원까지 7년 간 이자비용을 지원하는 이차보전 사업을 본격..."
16,"“AI가 효자”… 평소엔 말벗, 위기땐 구조 호출",2021.05.30.,"고령층을 대상으로 한 복지 서비스에 로봇, 인공지능(AI) 등을 활용한 정보통신기술(ICT)이 접목되고 있다. 초고령화로 노인 복지 수요가 증가한 데다 신종 코로나바이러스 감염증(코로나19)으로 대면 서비스가 제한되자 ICT를 활용한 비대면 솔루션이 녹아든 것이다. 30일 정보기술(IT) 업계에 따르면 고령층의..."
17,"충남도교육청, 인공지능 교육역량 강화 연수 실시",2021.05.30.,충남도교육청(김지철 교육감)은 인공지능(AI)융합교육 대학원 수강 교원을 대상으로 '인공지능(AI)교육 역량 강화 연수'를 지난 29일 과학교육원에서 실시했다고 밝혔다. 이날 연수는 인공지능(AI)융합교육 대학원에서 수강 중인 80명의 교원 중 1기 희망자 40명이 참여한 가운데 진행됐다. 연수 과정은 △전국...
18,"AI 도시안전 콘퍼런스, 오는 9일 온·오프 동시 개최",2021.05.30.,인공지능(AI)으로 디자인된 스마트시티는 과연 어떻게 안전을 확보하고 구성원의 다양한 라이프스타일을 충족시키게 될지 미리 그려 볼 수 있는 장이 마련된다. 전자신문은 오는 9일 도시재생안전협회와 공동으로 미래도시와 안전한 삶을 조망하는 '2021 인공지능 도시안전&보안 서밋'을 서울 강남구 역삼동...
19,"경북교육청, 의성서 경북소프트웨어고등학교 인공지능교육센터 개소식",2021.05.31.,"경북 의성교육지원청은 지난 28일 경상북도교육청 인공지능(AI)교육센터 개소식을 했다고 31일 밝혔다. 경북소프트웨어고등학교 개교식과 함께 열린 인공지능교육센터 개소식은 생일축하곡과 가요에 맞춘 정교한 휴먼로이드 로봇공연을 시작으로 기념행사를 했다. '인공지능교육센터'는 교사 연구실, 창의..."
20,"KT·존슨콘트롤즈, AI 활용해 소방산업 혁신 가속화",2021.05.27.,"소방의 지능화 및 디지털화, 건물 통합안전관리, 플랫폼 개발 등 추진 KT가 존슨콘트롤즈코리아와 손을 잡고 인공지능(AI) 플랫폼 기반의 융복합사업을 통해 소방산업의 디지털 혁신을 추진한다. KT와 존슨콘트롤즈코리아는 △소방분야의 지능화 및 디지털화 △건물통합안전관리 △양사간 시너지 창출이..."
21,"'AI, 빅데이터, 반도체, 바이오'…첨단 기술 학과 주목",2021.05.27.,4차 산업혁명시대에 접어들면서 인공지능(AI) 등 첨단 기술에 대한 관심도 높아지고 있다. 대학들도 이런 흐름에 적극적으로 올라타는 추세. 학령인구 감소로 신입생 확보에 비상이 걸린 터라 그같은 발걸음이 더 빨라지고 있다. 2022학년도 대학별 전형계획과 수시 모집요강만 봐도 그런 변화가 뚜렷하다....
22,"NEC, '바레트 식도' 환자 탐지 인공지능 기술 개발",2021.05.28.,"NEC코퍼레이션(NEC Corporation)이 바레트 식도(Barrett's esophagus) 환자의 내시경 검사 중에 의사들이 신조직 형성(종양)을 탐지하도록 지원하는 인공지능(AI) 기술을 개발했다고 발표했다. 이는 유럽의 안전성, 건강 및 환경보호 기준인 CE마크를 획득하는 데 필요한 요건을 충족시키는 관련 분야..."
23,'MK라씨로'서 AI 맞춤 투자정보 받으세요,2021.05.28.,"인간 매니저와 투자대결서 밀리지 않는 수익률 보여줘 내달 MK라씨로3.0 서비스 투자 성향별 매매신호 세분화 내일 뜰 종목까지 확인 가능 최근 1년간 평균 적중률 78% 종목당 평균 투자수익률 46%, 매일경제와 금융 인공지능(AI) 전문기업 씽크풀이 공동 개발한 AI 머신러닝 기반 주식 투자 서비스 MK라씨로가..."
24,"최형두 ""AI기반 맞춤형 미래교육 토론회, 1일 개최""",2021.05.28.,"교육격차 해소와 새로운 학습체제 마련을 위한 '인공지능(AI) 기반 맞춤형 미래교육 토론회'가 내달 1일 오전 9시 30분부터 국회에서 열린다. 최형두 국민의힘 의원(마산합포구)은 31일 “코로나19로 온라인 비대면 수업이 일상화되고, 학생 간 교육격차가 커지면서 기존 교육모델을 혁신하자는 요구가 높아지고..."
25,"IT·게임 기업들, 'AI 인재' 직접 키운다",2021.05.31.,"IT·게임 업계를 중심으로 인공지능(AI) 전문 인력 수요가 급격히 늘어남에 따라 주요 기업들이 AI 인재 확보를 위해 총력전에 돌입했다. 이들 기업은 국내 유수 대학을 직접 지원하거나 AI 인재 양성 프로그램 운영하는 등의 장기적인 전략으로 AI 인재를 양성하는 데에 주력하고 있다. ◆네이버, 실무형 AI..."
26,"AI의료기업 '메디팜소프트', 휴대용 심장질환 셀프 측정기 유럽 CE 인증 획득",2021.05.31.,인공지능(AI) 기반의 의료기기 플랫폼 기업 메디팜소프트(대표 전재후)는 휴대용 심장질환 셀프 측정기인 카디아이(CardiaI)와 측정된 생체 신호를 분석하는 지능형 분석 판독 소프트웨어에대해 CE(CE-MDD) 유럽연합인증과 국제표준 품질 경영시스템인 ISO 13485 인증을 획득했다고 31일 밝혔다 휴대용으로 심장질환...
27,"[시사이슈 찬반토론] 포털의 업무 기밀 'AI 알고리즘' 공개, 법으로 강제할 수...",2021.05.31.,"포털 측이 정치적 편향성이 없다고 계속 주장한다면 AI 방식의 알고리즘을 공개하고, 사회적으로 검증을 못 받을 이유가 없다. 스스로도 당당해지는 길... 그런데도 네이버 다음 등 국내 포털은 AI 알고리즘 뒤에 숨고 있다. 알고리즘을 짜는 주체가 사람인 만큼 사람이 입력하는 구성 요소나 가중치, 빅데이터 가공..."
28,학생 맞춤형 자기주도학습 서비스 강화...AI 진단 서비스까지,2021.05.27.,유·초·중·고 대상 콘텐츠 1만7000여편 제공 교육부가 한국교육방송공사(EBS)와 함께 인공지능(AI)을 활용해 학습 수준을 진단하고 학생 맞춤형 콘텐츠를 추천하는 시스템을 구축한다. 교육부는 27일 이 같은 내용을 담은 ‘EBS 활용 교육콘텐츠 제작 및 AI 활용 학습 진단 시스템 구축 사업’을 추진한다고...
29,중소 제조기업 불량? KAIST AI 플랫폼 단숨에 해결,2021.05.27.,"때문에 AI를 도입해 세부공정을 자동으로 분류하고, 이탈은 자동으로 측정, 표시하도록 만들었다."" (한국콜마) 제조기업과 AI(인공지능)이 만났다. 사람이 즉시 알아채기 어려운 불량을 단숨에 잡아내며 기업의 생산 효율을 높였다. 중소 제조업은 AI 도입이 시급한 분야 중 하나다. 설비를 운영하면서..."
30,'인공지능 혁신 허브' 만든다...혁신·고난도 AI 연구 전담 '산학연' 컨소시엄...,2021.05.27.,"산·학·연 인공지능(AI) 역량을 결집, 세계적 수준 AI 연구와 인재 양성 요람이 될 '인공지능 혁신 허브'가 가동된다. 국가 AI 경쟁력 상승의 전진기지가 될 것으로 기대된다. 과학기술정보통신부는 27일 '인공지능 혁신 허브' 사업을 공고, 7월 말 산학연 컨소시엄을 최종 선정할 예정이라고 밝혔다. '인공지능 혁신..."
31,[AI교육 선도학교] 군포초등학교,2021.05.27.,"또 '군포 AI MAPS를 따라 인공지능의 세계로!'를 주제로 한 AI 데이터 리터리시 교육을 통해 실생활과 연계된 탐구 중심의 통계수업 및 SW와 AI 속 데이터 활용법 교육 등도 이뤄진다. 이 같은 AI교육활동은 학생들이 진로를 찾는 데 큰 도움이 되고 있다. 엄태호 군은 ""학교에서 SW와 AI에 대해 알려 주기..."
32,[인터뷰] 금융팀 강화·AI부서 창설로 미래 대비하는 법무법인 '율촌',2021.05.27.,인공지능(AI)과 클라우드 등 첨단 기술 도입으로 디지털 전환이 활발한 가운데 관련 송무도 복잡해진다. 이에 따라 법조계에도 변화의 물결이 일고 있다. 기술 접목으로 복잡해진 금융 산업과 관련 법안 시행에 대비해 금융 전문가를 영입하고 AI 전담 부서를 창설하는 방식이다. 법무법인 율촌도 기존...
33,헬스케어 시장 혁신 선도하는 의료AI 스타트업,2021.05.31.,재이랩스는 인공지능(AI)을 활용해 의료 데이터를 더 빠르고 정확하게 가공할 수 있는 의료 데이터 전처리 솔루션 '메디라벨(MediLabel)'을 보유하고 있다. 지난해 1월 메디라벨 출시 이후 우수한 기술력으로 국내 주요 병원 연구팀에서 도입하고 있으며 소프트웨어 성능 고도화에 속도를 내고 있다. 지난 21...
34,"[AI] “데이터 라벨러, 인형 눈알 붙이기 아닙니다”",2021.05.25.,"인공지능(AI) 시대 들어 주목받고 있는 직업이다. AI가 학습 데이터를 쉽게 인식할 수 있도록 전처리(前處理)하는 작업자를 일컫는다. 강아지는 강아지, 고양이는 고양이 이런 방식으로 데이터에 라벨(정보표시)을 붙인다고 보면 된다. 이 데이터 라벨링은 관련 전문가만 하는 작업이 아니다. 일반 대중도 할 수..."
35,"국민 AI 비서 '구삐', 24시간 행정서비스 상담 챗봇 서비스",2021.05.26.,"구삐 챗봇 서비스는 PC, 스마트폰 등을 통해 24시간 행정서비스와 관련된 채팅 상담을 제공하고, 이 중 간단한 민원사무는 인공지능(AI) 스피커를 통해 음성으로도 안내해주는 서비스이다. 행안부는 사전에 준비된 질의응답을 기반으로 서비스하는 챗봇의 특성을 고려하여, 본격 서비스 개시에 앞서 답변의..."
36,"표선면, AI(인공지능) 안심돌봄 서비스 적극 연계",2021.05.26.,서귀포시 표선면(면장 오창섭)에서는 '지역사회통합돌봄사업'의 일환으로 관내 독거노인 가구에 AI(인공지능) 안심돌봄 서비스를 적극적으로 연계하고 있다. AI(인공지능) 안심돌봄 서비스 대상자는 관내 75세 이상 독거노인으로 응급상황 시 돌봄 공백이 우려되는 노인을 대상으로 하고 있다. 표선면은 AI와...
37,"'날뛰는 AI' 잡는 스타트업, 업계 사상 최대규모 자본확충",2021.05.26.,'인간에게 안전한' 인공지능(AI)을 개발하기 위한 스타트업이 AI업계 사상 최대 규모의 자본을 끌어모으는데 성공했다. 2015년 일론 머스크 테슬라 공동창업자가 후원하는 AI연구 그룹 '오픈AI' 출신들이 만든 스타트업이다. 파이낸셜타임스(FT)는 28일(이하 현지시간) 오픈AI 창설자 가운데 한 명이자 이...
38,[이상직 변호사의 AI 법률사무소](22)ESG경영과 AI,2021.05.25.,둘째 인공지능(AI) 스타트업처럼 새롭게 시장에 뛰어드는 기업에 ESG는 또 하나의 부담으로 작용한다. ESG를 위해 인적·물적 비용을 들여야 하기 때문에 상품·서비스 품질 제고에 매진하기 어렵다. ESG시스템을 쉽게 갖추도록 정책적 지원이 필요하다. 젊은 기업의 상품·서비스를 제값 주고 사는...
